,Actual,Predicted
6470,494.5,551.4268999999995
6472,386.2,417.68710000000016
6473,391.1,464.3438999999999
6474,516.4,448.479
6476,476.7,438.3587000000001
6477,360.9,434.06119999999953
6478,498.9,473.46279999999956
6480,367.2,447.9631999999999
6483,347.7,415.59270000000043
6484,469.2,439.34380000000016
6486,452.9,420.80150000000054
6487,460.6,425.8900000000004
6488,676.8,511.53249999999974
6489,397.5,476.6268000000003
6490,470.2,431.5700000000003
6491,637.7,423.1468999999999
6493,587.8,657.7028999999998
6494,525.4,618.1637000000001
6495,426.2,420.6623000000001
6496,657.1,613.5824999999996
6500,402.2,418.4823999999999
6502,504.4,431.44870000000003
6504,679.8,564.0465999999996
6505,451.4,475.8515
6506,393.9,418.45450000000017
6507,688.4,503.2825999999997
6510,382.9,406.64589999999987
6512,442.0,486.0335999999997
6513,478.2,489.48030000000017
6517,410.2,433.4260000000001
6519,372.3,429.38069999999936
6520,410.0,437.4078000000002
6523,363.5,443.53729999999973
6524,501.4,628.3650000000005
6525,519.2,508.6542999999994
6526,458.4,428.36430000000036
6527,493.3,461.74859999999984
6528,436.4,520.9919000000002
6529,534.9,452.14289999999966
6532,488.9,436.35120000000023
6533,597.4,435.4304999999999
6534,426.2,455.6129000000004
6535,372.0,480.6819999999999
6536,427.0,478.4724000000004
6537,451.2,441.4030000000004
6538,423.3,417.93290000000013
6539,508.6,443.7603000000001
6540,683.3,691.3599999999999
6541,476.0,488.37339999999915
6542,427.7,448.6399000000002
6543,724.4,527.8158000000001
6545,486.1,437.53760000000005
6546,410.6,515.3471000000008
6548,683.9,550.5268
6549,361.9,428.5297999999998
6550,796.8,742.936599999999
6551,461.0,490.08710000000025
6552,481.2,427.7673000000002
6554,453.2,446.97359999999964
6555,369.1,425.82670000000024
6556,591.2,420.25149999999996
6557,376.4,448.75130000000007
6558,514.6,502.8534999999997
6560,499.3,544.0251999999997
6561,362.0,413.6171000000002
6563,396.1,439.84449999999975
6565,424.6,454.0584000000002
6566,461.0,417.0919
6567,645.8,494.12089999999995
6568,385.6,430.0088000000001
6570,381.5,415.30030000000045
6571,345.2,481.8426000000002
6574,419.5,418.53700000000043
6576,656.1,558.2186000000005
6580,665.9,526.7726999999996
6581,840.8,788.0109999999986
6582,428.4,433.2651000000001
6583,474.0,441.95429999999953
6585,355.3,456.157
6587,388.0,416.6145000000001
6589,515.7,457.0961
6590,379.1,470.9550000000003
6591,498.3,529.5907000000002
6592,590.8,681.0490000000004
6593,681.6,702.4489000000004
6594,387.9,455.5498000000001
6595,465.5,446.6467999999999
6597,368.3,419.6177999999998
6598,371.5,415.33730000000014
6599,777.0,744.9435999999989
6600,410.2,450.8512999999999
6601,474.0,482.7765000000001
6602,561.8,452.06119999999964
6604,627.4,540.0166000000005
6607,506.0,439.3194999999997
6609,491.4,463.6491999999999
6612,445.8,447.31940000000026
6613,503.8,494.52709999999973
6614,472.9,469.29359999999974
6616,430.0,433.6177999999997
6617,356.5,436.5834999999996
6618,412.2,437.43870000000027
6619,597.4,433.74390000000017
6622,593.0,418.4702000000002
6623,380.5,411.7070000000003
6624,517.6,444.37140000000005
6625,490.4,439.65310000000056
6626,458.3,449.8735999999995
6629,524.7,443.1952999999997
6630,543.1,444.34170000000057
6633,431.1,477.9229999999997
6634,402.9,427.00870000000003
6638,535.1,550.6415
6640,539.4,439.0915999999999
6641,415.0,438.7959999999997
6642,363.5,441.8853999999997
6643,361.9,407.79980000000006
6645,480.8,442.6787999999999
6648,531.3,511.1940999999997
6650,398.6,441.1112999999995
6651,476.9,451.96770000000004
6653,427.9,434.2914000000002
6654,685.3,496.41349999999983
6655,418.2,424.49330000000054
6657,522.0,561.1280999999999
6659,754.7,596.4543000000002
6660,419.1,461.0593
6661,510.3,505.6249
6662,414.8,420.31979999999976
6663,363.9,438.4834999999997
6664,387.6,436.8636999999996
6665,647.4,586.1256999999997
6667,613.6,566.8419000000002
6668,489.8,480.3532000000002
6669,400.7,422.88400000000036
6670,349.9,476.61410000000024
6672,424.7,461.67219999999986
6673,361.6,421.19920000000036
6674,653.2,523.6065000000002
6675,531.1,451.5908999999995
6676,410.9,462.20749999999987
6677,593.5,539.7081000000006
6678,446.6,481.8529999999998
6679,385.6,449.67409999999967
6680,407.1,453.087
6681,428.1,509.38610000000017
6682,487.0,511.51100000000065
6685,643.1,657.7303
6686,468.3,440.74439999999936
6687,391.9,452.85299999999984
6689,456.1,439.10230000000047
6690,449.0,449.0374999999998
6692,396.0,428.91619999999944
6697,480.4,440.2141000000001
6699,529.5,418.4882999999999
6701,580.5,430.98560000000026
6703,451.8,430.4675000000002
6704,466.5,413.07580000000013
6706,574.8,492.41059999999965
6707,492.6,446.9201000000001
6709,465.5,521.0271
6710,672.3,478.8683999999997
6711,357.8,492.2856999999993
6712,456.1,561.1131999999997
6713,378.4,420.38089999999977
6714,505.6,508.1632000000005
6715,409.3,474.7083999999994
6716,468.8,436.81579999999974
6717,385.8,459.001
6718,411.6,476.44750000000005
6719,555.0,524.5882999999995
6720,374.3,448.17740000000026
6721,511.5,432.50710000000026
6722,347.4,454.8173999999998
6723,404.8,425.31070000000017
6724,503.1,425.6589
6726,385.5,423.4347000000005
6727,484.1,533.2982999999997
6728,474.8,566.2964000000002
6729,447.2,418.05340000000024
6730,458.4,423.3939
6732,379.6,417.9218999999999
6733,488.5,572.7541999999996
6735,603.3,473.92539999999974
6736,594.6,526.3800000000007
6737,447.1,414.39210000000026
6738,769.1,573.1358000000002
6739,435.0,506.11009999999993
6741,516.4,418.74310000000037
6742,463.1,432.38159999999976
6743,622.7,586.7975999999995
6744,578.9,503.78969999999947
6745,549.9,583.4731999999995
6746,743.3,669.8232999999993
6748,493.4,504.08569999999986
6749,368.7,410.7333
6750,615.8,605.3491999999994
6751,511.8,542.7762999999998
6752,620.0,555.3853000000001
6753,492.0,517.0259000000003
6754,375.8,413.1589000000004
6755,480.5,445.76429999999937
6756,608.5,639.4052999999998
6757,432.5,456.4001999999997
6758,488.0,443.39979999999986
6759,387.1,505.76689999999985
6760,578.9,488.8613000000002
6762,456.4,413.85590000000025
6763,353.3,422.51370000000003
6764,415.8,420.8375999999998
6765,582.1,515.4392
6766,583.2,533.4994000000005
6767,385.9,411.32660000000004
6768,327.6,446.9468999999997
6769,431.7,419.2488000000004
6770,417.7,440.26969999999983
6771,386.9,421.0950999999999
6772,562.1,531.5816000000001
6773,629.0,447.9932999999995
6774,758.3,658.6041000000005
6776,440.6,413.2289000000002
6777,459.8,420.5559999999998
6778,438.7,485.5482000000002
6779,477.0,479.4912000000002
6780,409.9,418.4882
6781,548.6,485.26210000000003
6783,367.4,428.1353
6784,745.6,676.7411000000011
6785,512.5,488.3439999999996
6786,435.0,421.43829999999986
6787,373.6,415.45610000000005
6788,683.5,753.9150999999993
6789,445.7,426.81150000000036
6790,419.3,497.92209999999983
6792,426.2,439.40779999999995
6794,528.2,677.5801000000006
6795,345.6,411.75890000000015
6796,585.1,446.7275
6797,484.9,439.3423999999999
6799,380.1,432.62209999999965
6800,504.3,565.7641999999998
6801,462.3,463.3134999999999
6802,365.4,416.9568000000002
6804,487.0,512.3410000000005
6805,589.6,606.4894000000004
6806,427.9,508.06219999999985
6807,527.5,478.9846999999999
6809,487.9,447.9346999999997
6810,461.8,435.85290000000026
6811,346.2,420.75060000000013
6812,376.6,435.22009999999995
6813,462.2,422.41020000000015
6815,474.6,416.3161000000002
6816,473.0,440.36509999999976
6817,681.6,503.5057999999998
6819,450.9,622.7019000000003
6820,509.5,580.8647
6823,443.3,446.2227999999999
6824,622.3,540.5546000000002
6825,436.2,498.00820000000016
6826,435.7,431.06070000000045
6827,434.3,552.2678999999998
6828,593.5,467.7662000000002
6829,562.2,525.9721
6830,489.9,462.9040999999995
6831,413.2,620.3996000000003
6832,518.0,449.71029999999985
6833,384.0,448.058
6835,498.3,492.0674999999996
6836,496.7,411.2854000000004
6838,429.5,486.2938999999999
6839,396.3,427.17040000000003
6840,427.4,433.24319999999966
6841,602.3,596.5978999999996
6844,422.6,423.7123
6845,385.3,424.0978999999997
6846,611.1,603.7151999999998
6847,424.9,455.21190000000007
6848,429.6,489.29099999999994
6849,557.7,438.8596000000001
6850,486.8,454.4193999999998
6851,538.1,414.21590000000026
6852,415.1,455.8538999999998
6853,563.1,600.0223999999997
6854,513.1,434.6842000000002
6856,447.5,438.06170000000066
6857,418.9,408.55400000000037
6858,350.6,427.6178000000003
6859,403.9,423.5486999999997
6860,451.0,443.4993000000002
6861,455.2,419.7416999999998
6862,444.0,458.74789999999985
6864,397.5,427.4032000000003
6865,410.0,458.1087999999999
6868,383.4,417.0445
6869,531.7,455.8376999999999
6871,481.3,462.56319999999994
6872,621.6,434.73669999999987
6873,422.4,427.03739999999993
6875,465.1,440.1243000000002
6876,472.1,422.3868999999998
6877,425.0,465.99229999999955
6879,541.6,458.63060000000013
6881,397.3,515.3190999999997
6882,428.4,454.1491000000002
6883,513.4,535.9547000000002
6884,377.9,415.58670000000035
6885,443.0,423.86869999999976
6886,449.9,418.9129000000004
6887,463.9,432.8622999999997
6888,523.8,493.18850000000003
6889,505.2,490.6355000000002
6890,452.4,491.55469999999923
6896,434.2,457.33900000000006
6897,703.8,632.8502999999996
6901,539.1,627.4143999999999
6902,395.4,469.8524999999998
6904,520.9,445.7501999999996
6906,457.5,472.9117999999996
6908,519.6,567.3002999999997
6909,454.7,408.81210000000027
6910,507.3,545.0167000000002
6912,548.3,455.10779999999966
6913,387.6,413.7251999999998
6915,366.0,424.93749999999994
6916,399.7,474.2055999999998
6917,643.4,544.4779000000002
6918,438.9,436.9030999999996
6919,747.9,707.5881000000012
6924,403.5,432.6752000000001
6926,400.0,452.1222999999999
6928,430.6,442.5655999999998
6929,371.2,418.9153999999999
6931,526.9,528.9606999999994
6932,659.5,576.2617999999995
6934,416.7,419.2310999999999
6935,429.6,451.7206
6936,431.9,414.0214000000001
6937,433.2,421.29640000000023
6938,422.0,415.1531000000003
6941,603.5,635.3088
6942,397.4,416.57060000000047
6943,434.0,428.06670000000014
6944,402.6,421.52190000000024
6948,792.1,600.9232999999999
6949,436.1,456.5542
6950,448.5,416.10300000000046
6951,460.1,525.3049999999997
6953,462.5,422.3517
6955,408.0,538.3895000000005
6957,422.3,443.3276999999997
6959,369.3,419.8070000000001
6960,425.7,422.25340000000017
6963,509.0,448.0643000000003
6964,477.5,438.00559999999956
6965,531.8,448.51610000000005
6966,533.7,409.0474000000001
6968,458.3,455.0830000000001
6969,642.1,487.2431999999999
6970,604.5,620.0759999999999
6971,484.1,442.4310999999999
6972,479.4,440.43459999999993
6973,525.6,499.2581999999996
6974,454.9,415.0772000000001
6976,489.8,434.0905000000003
6977,486.5,469.2079999999995
6980,565.5,521.5269999999997
6981,347.2,436.50179999999995
6982,386.1,427.2286
6983,407.5,428.17640000000006
6984,554.1,422.29900000000043
6987,458.9,447.6328
6988,397.9,437.3933999999999
6991,493.3,443.7810000000006
6994,467.4,452.5131999999999
6995,479.3,433.8937000000003
6996,608.3,503.3839999999999
6998,525.4,414.9895999999998
7000,406.4,422.5582999999998
7003,382.8,423.04719999999963
7004,496.1,436.8518999999998
7005,423.4,419.7564000000002
7007,426.3,477.31570000000005
7012,388.4,432.10969999999986
7013,410.3,415.78270000000015
7014,597.9,536.3138000000004
7017,456.1,518.6312999999998
7019,526.4,493.95290000000034
7021,534.9,429.40780000000063
7022,416.0,407.42040000000003
7023,536.5,445.22450000000055
7024,392.9,443.65179999999975
7025,625.7,581.0389999999999
7027,428.3,445.7980999999996
7028,529.5,446.1876999999998
7029,419.6,472.0042000000002
7030,357.7,413.9550000000002
7031,583.3,495.4156
7034,720.8,670.0736999999998
7035,431.8,415.39070000000027
7036,535.2,418.0832000000003
7037,540.4,464.8342000000002
7038,472.9,413.42880000000054
7039,402.6,466.09339999999963
7041,742.3,577.6497
7042,432.3,445.50440000000054
7043,761.2,523.3719999999998
7045,577.3,494.06619999999947
7046,584.4,427.3264999999998
7047,447.8,491.03690000000006
7050,562.1,501.1646999999998
7052,587.8,477.60859999999957
7055,598.9,432.33729999999974
7057,496.8,442.2232000000003
7059,420.3,419.8296999999999
7060,445.4,443.1594999999996
7061,442.5,486.90459999999973
7062,562.3,512.6251999999992
7063,603.1,436.9753999999999
7064,554.9,553.7225000000002
7066,477.5,490.4876999999997
7067,503.2,451.55339999999984
7068,417.1,415.53610000000015
7069,449.3,472.4607999999997
7071,583.7,417.95130000000023
7073,574.5,538.7409999999993
7075,407.2,449.6289999999999
7076,496.7,418.8732
7077,532.1,450.83549999999946
7078,424.4,422.56049999999993
7081,439.0,413.5762000000002
7082,618.8,609.3938999999997
7083,486.0,520.9084000000006
7084,424.2,479.7323000000001
7085,564.1,607.4678999999998
7086,425.8,427.5349000000001
7088,447.8,421.9044000000002
7089,490.0,456.8400999999999
7091,398.6,436.75290000000007
7092,442.9,512.3385999999999
7093,391.9,413.19889999999987
7094,539.3,456.24369999999993
7096,392.8,496.7669999999997
7097,542.3,503.4300999999997
7098,433.4,423.6504999999999
7099,436.8,444.3603999999999
7100,360.5,472.55389999999994
7101,367.6,439.16869999999983
7102,422.1,418.0636
7103,434.3,425.8301000000002
7104,509.4,448.40989999999954
7106,518.5,456.44049999999976
7108,459.0,419.63390000000015
7109,482.8,442.9050999999996
7111,677.6,695.7642999999996
7112,556.3,438.76879999999977
7113,391.5,411.0175000000001
7114,601.4,554.9595000000006
7115,517.4,423.6474000000001
7117,459.8,429.7126999999999
7118,600.9,547.5734000000002
7119,420.6,493.4776999999995
7120,353.5,441.5112999999997
7121,362.6,520.0731999999998
7122,447.1,444.8184999999999
7123,388.1,419.5652999999999
7124,574.8,448.67919999999964
7128,685.4,707.832999999999
7129,448.9,448.33310000000006
7131,451.8,420.02819999999997
7132,709.9,579.6347999999999
7134,517.0,623.6694000000002
7135,719.4,686.1377
7136,633.7,542.6709
7137,567.1,504.8247000000002
7139,429.6,408.3334
7140,490.4,482.0661999999992
7141,546.9,495.0822999999997
7142,528.9,436.06140000000005
7143,634.4,662.5874
7144,680.4,576.3387999999997
7145,410.3,453.33940000000024
7147,516.3,446.6967999999998
7148,561.9,508.8182999999999
7149,529.0,440.92720000000014
7152,540.6,474.97399999999976
7153,385.1,508.7577000000008
7154,428.0,442.4064000000004
7156,367.3,421.2992000000002
7157,403.5,434.8125999999999
7159,423.0,446.3986999999996
7160,388.3,407.68170000000003
7161,603.0,430.50440000000043
7162,422.0,419.9096000000001
7163,441.7,530.9593000000002
7164,445.7,462.4374
7165,422.2,462.2525999999996
7166,597.6,465.27849999999984
7167,368.4,431.6800999999994
7168,400.6,417.38240000000036
7169,441.6,466.20490000000007
7170,709.8,659.8214999999999
7171,805.1,605.5812
7172,349.1,438.7309999999995
7173,484.4,448.83540000000005
7174,384.9,450.21259999999904
7175,354.5,420.8592000000005
7176,452.6,422.2944
7177,435.4,516.2786000000004
7179,509.7,418.26100000000054
7180,626.7,495.52400000000017
7182,368.5,437.90429999999964
7183,520.8,424.4814999999998
7184,439.2,415.90920000000006
7186,406.9,428.33050000000014
7187,551.5,467.9320000000002
7188,448.1,419.47139999999996
7189,405.6,420.6051000000002
7191,444.2,430.9082000000002
7192,423.4,454.4924
7195,405.0,442.96200000000033
7196,366.3,416.9739000000002
7197,413.5,437.19379999999956
7198,388.4,427.4002000000001
7200,522.3,482.99429999999955
7201,567.3,463.82399999999967
7203,640.3,575.1982999999999
7204,495.5,508.0960000000002
7205,379.3,422.8997
7206,456.8,416.5315000000003
7207,465.2,448.73069999999984
7208,443.1,492.12110000000007
7209,343.4,430.4774000000005
7210,463.7,502.64090000000056
7211,377.8,420.11110000000025
7212,450.7,477.1295
7213,402.0,414.73400000000015
7214,381.9,412.7374000000001
7215,548.6,552.7868
7216,396.1,447.02100000000024
7217,576.8,554.7301999999995
7219,504.1,489.6135999999997
7220,367.9,478.57299999999975
7221,445.5,422.98540000000025
7222,568.7,667.9756000000006
7223,393.9,446.2156000000002
7225,348.2,415.2776000000001
7226,394.6,425.05529999999993
7227,504.4,471.1397999999999
7229,595.0,464.7525999999998
7230,519.6,519.6060000000007
7231,498.6,444.88619999999946
7234,407.8,443.4751999999998
7236,458.7,406.34060000000005
7237,712.4,669.4514000000008
7238,493.3,597.1001
7239,417.1,464.2888
7240,410.7,441.2272999999996
7241,547.1,443.7974
7242,515.5,436.2641999999996
7243,502.9,504.97820000000013
7244,459.7,494.7286999999996
7245,444.6,415.6285000000003
7246,512.6,486.0848999999997
7248,703.6,672.6771999999997
7249,561.3,581.3655000000002
7253,661.7,506.0966000000007
7254,411.8,425.62220000000036
7255,386.7,415.08620000000013
7257,418.6,438.33009999999956
7259,687.0,566.6675000000006
7260,378.1,434.4415999999998
7262,478.7,437.57210000000055
7263,686.2,504.5304999999997
7264,418.6,431.51880000000017
7265,393.3,408.04320000000007
7267,410.7,424.0328000000002
7269,568.6,417.8205
7270,403.4,423.31040000000024
7273,367.2,452.79440000000017
7274,335.8,417.87380000000024
7275,515.8,480.9965999999997
7276,447.0,491.1447999999996
7280,584.1,526.5906999999997
7282,478.8,474.64189999999974
7283,602.3,539.5260999999999
7284,454.8,478.85900000000015
7286,430.2,430.2695999999995
7288,465.1,415.3864000000002
7290,407.7,425.47750000000013
7292,638.3,496.7317
7293,433.6,420.6091999999999
7294,460.0,511.4266999999997
7296,492.8,466.2758999999995
7297,420.1,452.1261999999999
7299,537.6,567.4499000000006
7301,374.5,445.4157999999994
7302,366.5,408.29999999999984
7305,530.4,572.6237999999996
7306,473.1,419.1229999999998
7308,489.1,451.00729999999993
7309,443.3,545.1658999999999
7310,353.9,424.3391000000001
7311,717.2,762.721199999999
7313,641.1,629.9812000000005
7314,549.3,479.7538999999998
7315,431.1,455.66100000000006
7316,399.5,458.95769999999993
7319,381.1,453.1532
7321,472.5,441.8616999999992
7322,390.4,450.7959000000001
7323,499.8,589.1380999999998
7325,686.7,674.8281000000006
7326,506.2,569.3095999999996
7328,425.1,500.50629999999956
7329,666.3,590.4029999999989
7331,636.6,596.3850999999993
7333,514.3,433.8962000000002
7334,491.2,448.07589999999976
7336,401.5,418.0971999999997
7337,437.6,447.3147000000001
7339,416.8,572.4822
7340,392.3,453.0233
7341,350.2,418.76310000000024
7343,392.4,440.9755
7345,456.4,419.8479000000001
7346,472.6,458.4186000000003
7347,429.2,441.16759999999994
7349,606.9,465.5758999999997
7350,434.5,433.2374000000002
7355,395.0,474.54260000000016
7357,401.1,443.31380000000036
7358,635.4,627.8880000000006
7360,388.4,419.3856999999998
7361,424.8,438.1355999999996
7362,426.6,413.43910000000017
7363,534.8,492.2789000000001
7364,579.2,590.9926999999997
7365,614.3,521.3060999999996
7366,466.3,418.5566000000001
7368,397.0,429.222
7369,498.9,468.65299999999985
7373,603.8,509.9557
7374,489.6,496.5672999999995
7376,445.6,448.89759999999984
7377,427.9,453.8597
7378,588.4,421.8591
7379,640.0,498.00309999999973
7380,414.2,421.48800000000017
7381,535.4,504.4839999999994
7382,565.1,451.51189999999997
7385,358.0,408.7897999999998
7386,451.5,466.0781000000002
7387,412.5,420.71540000000005
7388,468.0,433.75989999999973
7390,456.4,453.2713
7391,637.6,550.5908000000004
7392,388.9,418.8152999999999
7393,609.1,505.4195
7395,427.0,417.40389999999985
7398,644.9,557.099
7399,759.9,675.5534000000004
7401,405.3,445.46130000000016
7402,431.5,436.4306999999999
7403,470.8,422.51490000000035
7404,466.6,450.3610999999998
7405,407.9,446.84129999999993
7408,383.7,423.9508000000001
7411,597.6,422.237
7412,590.7,505.3396
7413,578.3,569.1577
7415,563.8,563.9722000000003
7416,428.2,408.0495
7417,433.4,414.44520000000017
7418,665.8,745.0652999999985
7420,341.9,416.74840000000046
7421,407.7,440.5987000000003
7422,373.3,448.35530000000017
7423,374.0,428.9068000000004
7424,381.8,407.9560000000001
7425,418.9,429.63150000000013
7428,469.4,416.9416000000002
7430,388.0,412.8742000000002
7431,506.5,442.98309999999987
7432,385.0,409.50430000000034
7433,417.2,417.0627000000003
7435,580.6,578.4030999999997
7436,416.2,433.2578999999997
7437,458.6,516.6595999999998
7439,403.1,441.0027000000006
7440,400.6,488.32339999999976
7441,448.9,488.33959999999985
7443,390.1,420.64670000000024
7444,398.4,454.7520999999999
7446,663.6,622.5603000000002
7448,405.6,408.0119
7450,386.3,414.0580000000002
7451,587.6,610.5267999999999
7452,540.3,491.1013999999999
7453,516.3,458.5252000000001
7455,578.5,535.9493000000004
7461,441.7,431.38529999999986
7462,496.6,501.2749000000001
7464,407.2,427.75440000000015
7465,669.8,564.706899999999
7466,424.4,436.95110000000005
7467,377.4,423.2590000000004
7468,798.6,765.4686999999991
7469,466.2,411.46270000000044
7470,400.9,415.65560000000033
7474,450.2,439.3016000000002
7475,700.4,601.0537000000003
7476,440.1,428.6990000000002
7478,352.7,425.7411
7479,469.5,453.99460000000016
7481,538.7,446.3436999999998
7482,571.6,531.9183999999996
7483,382.6,410.2711000000004
7484,453.7,493.94350000000026
7486,442.0,439.26600000000025
7488,409.1,454.3382999999998
7490,452.0,448.5015999999997
7491,672.5,582.6009999999997
7493,377.7,462.4566
7494,346.3,422.3634999999998
7495,448.4,494.0131999999997
7497,498.5,497.79229999999995
7498,340.7,421.7941000000004
7500,453.7,572.0002999999999
7501,360.9,491.9407999999998
7502,431.8,529.6137000000003
7504,550.1,458.45009999999985
7506,511.3,424.92350000000016
7507,430.7,440.5711000000003
7509,444.4,454.69149999999985
7511,402.6,442.1244
7512,471.2,453.68420000000026
7513,520.6,578.5032000000001
7515,417.1,428.88880000000063
7516,393.6,421.0140999999999
7518,343.9,440.13240000000064
7521,548.5,464.2415999999998
7522,405.0,443.34059999999965
7524,414.3,472.34919999999954
7527,442.9,430.8275999999998
7528,455.6,488.3968999999997
7529,564.9,444.79000000000013
7531,655.7,615.4923000000006
7532,418.8,438.47559999999976
7533,636.4,489.01039999999927
7534,482.6,451.5845999999998
7535,576.6,511.2722999999991
7536,373.8,439.46040000000005
7537,496.1,425.2161000000004
7538,559.2,532.3027
7539,454.6,536.1464000000001
7540,503.8,503.12139999999926
7541,575.1,645.9637999999999
7543,368.5,441.0961
7544,382.3,415.05050000000034
7545,385.9,485.9833999999998
7547,681.7,614.0816000000007
7548,510.7,437.9201000000003
7549,388.1,446.2531000000004
7553,370.7,483.32390000000026
7554,353.4,413.03380000000016
7555,408.5,509.4377000000002
7556,619.1,587.3926000000006
7557,424.0,431.8526999999998
7558,375.5,437.6203
7560,346.8,427.50839999999965
7563,433.5,423.19150000000013
7565,506.0,453.1998
7566,790.8,729.2988999999986
7567,606.6,684.2655999999998
7568,490.2,436.9921000000002
7569,416.9,452.6900999999998
7570,509.2,517.9964999999997
7571,528.9,519.5611000000006
7572,435.5,423.80160000000024
7574,404.8,429.30609999999984
7575,543.8,495.75889999999947
7576,483.3,463.1874999999999
7577,418.3,449.44619999999975
7578,573.0,533.0149999999998
7579,474.1,416.9191999999998
7582,371.3,447.30170000000004
7583,570.2,434.18199999999996
7585,374.5,427.5377999999995
7586,589.7,497.43829999999986
7587,367.5,414.61650000000037
7588,672.1,551.7212000000004
7589,562.5,471.91950000000026
7590,417.5,528.8284000000006
7591,423.6,504.3754
7592,467.9,448.81899999999996
7594,432.3,414.3367000000002
7595,360.8,444.20089999999914
7596,0.0,440.3077999999997
7597,399.0,468.60380000000015
7598,586.7,466.12709999999987
7601,367.6,429.78910000000025
7602,555.0,486.0531
7604,417.0,423.96860000000066
7605,461.2,422.9724
7606,364.2,420.0996000000001
7607,603.0,622.5781000000001
7608,440.7,457.7631999999999
7609,562.1,437.8829999999995
7610,473.0,421.05709999999976
7611,445.7,426.62950000000035
7612,614.3,630.3302000000003
7613,356.3,460.49349999999964
7614,366.1,493.03829999999977
7615,456.5,445.73139999999955
7616,599.7,580.5597999999999
7617,365.0,407.35830000000027
7618,488.7,457.12010000000004
7619,637.0,437.0543000000005
7620,435.3,425.63380000000046
7621,447.6,427.1711000000005
7622,384.7,420.54179999999985
7623,415.0,428.4115000000003
7624,480.7,422.03509999999994
7626,635.2,572.0619000000006
7627,611.8,492.5430999999993
7628,416.7,411.48500000000024
7629,617.2,486.1108
7630,646.2,583.1491000000002
7631,453.7,453.0041
7632,473.6,462.02960000000024
7633,624.9,642.046
7634,399.0,420.3919999999999
7635,521.7,431.0971000000002
7636,401.8,421.887
7637,366.4,409.51130000000035
7638,425.9,513.7778999999996
7639,496.8,423.0743000000003
7640,451.7,452.4699999999999
7641,552.4,490.5061999999999
7642,499.6,557.8104000000001
7643,410.6,418.53229999999996
7645,604.6,593.8935999999999
7646,630.9,672.6093000000002
7647,535.7,545.0561000000004
7648,482.4,412.2249000000002
7650,506.2,502.7129999999995
7651,482.4,568.9751999999999
7653,379.8,488.2794000000001
7655,361.0,420.32049999999987
7657,483.1,442.10869999999966
7658,784.3,762.1220999999986
7660,789.2,700.714700000002
7662,701.7,493.60750000000047
7665,706.1,506.47680000000025
7666,347.0,446.5284999999996
7667,413.2,418.7708999999999
7668,406.6,414.14730000000026
7669,376.7,449.35429999999997
7671,520.7,612.9469999999999
7672,525.3,545.2447000000005
7674,502.5,419.5058000000004
7675,440.9,524.497
7678,437.2,417.9653000000001
7680,468.2,445.9332999999999
7681,416.8,429.7254999999998
7682,437.1,429.65760000000034
7683,601.9,570.9306
7685,549.1,486.76619999999946
7686,840.9,687.6725000000004
7687,429.8,425.8603000000004
7688,541.6,495.2637
7693,691.4,519.800099999999
7695,585.1,597.9384
7696,630.1,516.6187
7698,441.3,519.4424999999999
7699,356.2,420.42520000000013
7700,398.8,416.14720000000005
7701,354.7,453.3658000000002
7702,608.1,456.94220000000007
7703,446.9,460.4113
7704,649.9,584.6953000000003
7706,437.3,512.7374000000001
7707,437.1,423.77810000000017
7709,510.7,442.9058
7712,412.3,422.1826000000004
7714,444.3,433.4490000000002
7715,462.5,444.75590000000005
7716,399.3,498.64609999999954
7717,394.6,453.72980000000007
7718,377.2,437.94780000000014
7722,586.0,497.95130000000006
7723,769.9,696.3553999999999
7724,370.2,453.64000000000004
7725,705.7,620.4917000000004
7726,601.5,464.9035999999998
7727,604.6,473.9032999999997
7728,519.5,432.2955000000005
7729,359.2,423.8391000000003
7730,512.3,449.06260000000003
7731,488.7,524.3517999999997
7732,412.7,447.56509999999975
7733,518.8,593.0966999999996
7735,445.7,545.9093000000021
7736,573.3,545.2062999999999
7737,411.6,411.6193000000002
7739,489.4,426.0608
7740,471.3,428.81890000000004
7741,439.3,432.3897999999998
7743,383.1,441.8386999999996
7744,560.2,513.5127000000001
7745,764.1,595.8109999999998
7746,422.4,484.38889999999986
7747,532.0,435.41800000000023
7748,467.5,420.85309999999987
7749,393.5,426.2307000000002
7750,482.1,595.0690000000004
7752,395.8,422.9171000000001
7753,456.3,434.8581000000002
7754,456.8,427.9063999999997
7755,597.9,428.5986000000003
7756,722.6,669.0151999999994
7757,527.8,446.6706999999999
7759,421.1,431.69440000000026
7761,565.5,544.2733000000006
7762,397.4,421.4305
7764,457.5,416.11330000000044
7765,587.7,540.1088000000009
7766,369.3,421.812
7767,399.8,463.2585999999999
7771,583.6,451.94169999999997
7772,571.2,551.8625000000008
7774,551.8,510.28709999999967
7775,384.4,434.7249999999994
7776,375.6,478.72350000000034
7778,419.4,417.5439000000003
7779,520.9,425.30190000000016
7782,410.3,474.9446000000002
7784,569.8,488.1149999999995
7785,453.3,422.5657999999998
7786,676.2,643.2400000000002
7788,516.8,428.79089999999997
7789,416.5,415.21680000000015
7790,360.6,451.93739999999974
7791,389.7,433.00230000000005
7792,428.4,444.1922
7793,434.4,453.0742999999997
7794,444.1,421.9068000000003
7795,378.1,414.67930000000024
7796,438.4,441.4384999999993
7798,466.8,506.99800000000016
7799,408.0,450.64450000000016
